id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,dme_frequency_khz,dme_channel,dme_latitude_deg,dme_longitude_deg,dme_elevation_ft,slaved_variation_deg,magnetic_variation_deg,usageType,power,associated_airport
86671,Chadron_VOR-DME_US,CDR,Chadron,VOR-DME,113400,42.55879974,-103.3119965,4630,US,113400,081X,,,,13.001,8.551,LO,MEDIUM,
86672,Childress_VORTAC_US,CDS,Childress,VORTAC,117600,34.36909866,-100.2890015,1920,US,117600,123X,,,,10.012,6.422,LO,MEDIUM,
86675,Cumberland_River_NDB_US,CDX,Cumberland River,NDB,388,36.99620056,-84.6812973,955,US,,,,,,,-4.302,TERMINAL,LOW,
86680,Kobra_NDB_US,CE,Kobra,NDB,201,30.85289955,-86.53659821,,US,,,,,,,-2.025,TERMINAL,LOW,KCEW
86682,Crescent_City_VORTAC_US,CEC,Crescent City,VORTAC,109000,41.77959824,-124.2409973,50,US,109000,027X,,,,19.001,16.088,BOTH,MEDIUM,KCEC
86683,Westover_VORTAC_US,CEF,Westover,VORTAC,114000,42.19749832,-72.52629852,241,US,114000,087X,,,,-14.001,-14.327,TERMINAL,MEDIUM,KCEF
86685,Crete_NDB_US,CEK,Crete,NDB,420,40.62409973,-96.92759705,1479,US,,,,,,,4.349,LO,LOW,
86689,Capitan_NDB_US,CEP,Capitan,NDB,278,33.48989868,-105.4039993,6561,US,,,,,,,9.088,LO,LOW,KSRR
86690,Clemson_NDB_US,CEU,Clemson,NDB,257,34.67380142,-82.88680267,941,US,,,,,,,-5.237,TERMINAL,LOW,
86694,Connersville_NDB_US,CEV,Connersville,NDB,275,39.69760132,-85.13439941,867,US,,,,,,,-4.434,TERMINAL,LOW,
86695,Crestview_VORTAC_US,CEW,Crestview,VORTAC,115900,30.82620049,-86.67910004,255,US,115900,106X,,,,3.001,-1.562,BOTH,HIGH,
86696,Cortez_VOR-DME_US,CEZ,Cortez,VOR-DME,108400,37.38980103,-108.5619965,6223,US,108400,021X,,,,14.001,10.572,LO,MEDIUM,
86701,Binghamton_VORTAC_US,CFB,Binghamton,VORTAC,112200,42.15750122,-76.1364975,1570,US,112200,059X,,,,-10.004,-12.193,BOTH,MEDIUM,KBGM
86703,Crawfordsville_NDB_US,CFJ,Crawfordsville,NDB,388,39.98099899,-86.91570282,803,US,,,,,,,-3.19,TERMINAL,LOW,
86707,Coffeyville_NDB_US,CFV,Coffeyville,NDB,212,37.09329987,-95.57129669,751,US,,,,,,,3.45,TERMINAL,LOW,
86708,Cadiz_NDB_US,CFX,Cadiz,NDB,239,40.23669815,-81.01319885,1158,US,,,,,,,-8.098,TERMINAL,LOW,
86709,Evans_NDB_US,CFY,Evans,NDB,420,33.85599899,-79.76589966,80,US,,,,,,,-7.293,TERMINAL,LOW,
86717,Dutch_NDB_US,CG,Dutch,NDB,248,37.2533989,-89.70059967,,US,,,,,,,-0.367,TERMINAL,LOW,KCGI
86720,Cambridge_NDB_US,CGE,Cambridge,NDB,355,38.53820038,-76.0318985,20,US,,,,,,,-11.15,TERMINAL,LOW,
86721,Grayling_VOR_US,CGG,Grayling,VOR,109800,44.68159866,-84.72889709,1153,US,,,,,,-6.009,-6.233,TERMINAL,MEDIUM,
86722,Cape_Girardeau_VOR-DME_US,CGI,Cape Girardeau,VOR-DME,112900,37.22750092,-89.57240295,340,US,112900,076X,,,,1.001,-0.425,LO,MEDIUM,KCGI
86723,Coghlan_Island_NDB_US,CGL,Coghlan Island,NDB,212,58.35929871,-134.6999969,,US,,,,,,,22.55,LO,MEDIUM,PAJN
86730,Powell_NDB_US,CGQ,Powell,NDB,344,32.06399918,-96.4280014,394,US,,,,,,,4.273,TERMINAL,LOW,TA05
86734,Chicago_Heights_VORTAC_US,CGT,Chicago Heights,VORTAC,114200,41.50999832,-87.57150269,630,US,114200,089X,,,,2.001,-3.051,LO,MEDIUM,
86749,Ashly_NDB_US,CH,Ashly,NDB,329,32.97629929,-80.09750366,36,US,,,,,,,-7.034,BOTH,MEDIUM,KCHS
86752,Grens_NDB_US,CHC,Grens,NDB,272,40.01010132,-83.02899933,751,US,,,,,,,-6.305,TERMINAL,LOW,KCMH
86753,Chandler_NDB_US,CHD,Chandler,NDB,407,33.26649857,-111.8079987,1234,US,,,,,,,11.23,LO,LOW,
86755,Hayden_VOR-DME_US,CHE,Hayden,VOR-DME,115600,40.52009964,-107.3050003,7230,US,115600,103X,,,,14.001,10.512,BOTH,HIGH,
86771,Wauchula_NDB_US,CHN,Wauchula,NDB,261,27.51000023,-81.88330078,104,US,,,,,,,-4.431,LO,LOW,67FL
86776,Charleston_NDB_US,CHQ,Charleston,NDB,208,36.8451004,-89.35669708,314,US,,,,,,,-0.493,TERMINAL,LOW,
86777,Charleston_VORTAC_US,CHS,Charleston,VORTAC,113500,32.89429855,-80.03780365,39,US,113500,082X,,,,-5.001,-7.049,BOTH,HIGH,KCHS
86779,Chillicothe_NDB_US,CHT,Chillicothe,NDB,375,39.77709961,-93.49420166,765,US,,,,,,,2.029,TERMINAL,LOW,
86780,Caledonia_NDB_US,CHU,Caledonia,NDB,209,43.5868988,-91.49040222,1130,US,,,,,,,-0.052,TERMINAL,LOW,
86787,Koloe_NDB_US,CI,Koloe,NDB,400,46.33250046,-84.54229736,696,US,,,,,,,-7.06,TERMINAL,LOW,KCIU
86788,Cindy_NDB_US,CI,Cindy,NDB,326,41.88570023,-91.80239868,,US,,,,,,,0.264,TERMINAL,MEDIUM,KCID
86796,Chico_VOR-DME_US,CIC,Chico,VOR-DME,109800,39.78979874,-121.8470001,220,US,109800,035X,,,,16.001,15.126,LO,LOW,
86797,Cedar_Rapids_VOR-DME_US,CID,Cedar Rapids,VOR-DME,114100,41.88750076,-91.78569794,870,US,114100,088X,,,,5.001,0.256,LO,HIGH,KCID
86798,Cochise_VORTAC_US,CIE,Cochise,VORTAC,115800,32.03340149,-109.7580032,4230,US,115800,105X,,,,13.001,10.35,BOTH,HIGH,
86801,Choteau_NDB_US,CII,Choteau,NDB,269,47.82249832,-112.1709976,3938,US,,,,,,,14.301,LO,LOW,
86804,Cimarron_VORTAC_US,CIM,Cimarron,VORTAC,116400,36.49140167,-104.8720016,6550,US,116400,111X,,,,13.001,9.127,BOTH,HIGH,
86807,Carroll_NDB_US,CIN,Carroll,NDB,397,42.04499817,-94.78520203,1196,US,,,,,,,2.519,TERMINAL,LOW,
86808,Clarion_VOR-DME_US,CIP,Clarion,VOR-DME,112900,41.14630127,-79.45800018,1530,US,112900,076X,,,,-6.002,-9.372,BOTH,MEDIUM,
86809,Cairo_NDB_US,CIR,Cairo,NDB,397,37.06169891,-89.2233963,318,US,,,,,,,-0.573,LO,LOW,
86813,Calde_NDB_US,CJ,Calde,NDB,240,39.79710007,-89.59200287,,US,,,,,,,-1.045,TERMINAL,MEDIUM,
86814,Cresco_NDB_US,CJJ,Cresco,NDB,293,43.36600113,-92.1309967,1265,US,,,,,,,0.303,TERMINAL,LOW,CJJ
86820,Clay_NDB_US,CJY,Clay,NDB,275,43.05279922,-75.26429749,,US,,,,,,,-13.129,TERMINAL,LOW,KUCA
86823,Snuff_NDB_US,CK,Snuff,NDB,335,36.52709961,-87.3864975,501,US,,,,,,,-2.181,TERMINAL,LOW,
86824,Clarksburg_VOR-DME_US,CKB,Clarksburg,VOR-DME,112600,39.25320053,-80.26789856,1430,US,112600,073X,,,,-4.001,-8.276,LO,MEDIUM,KCKB
86825,Cook_County_NDB_US,CKC,Cook County,NDB,358,47.84009933,-90.38559723,1762,US,,,,,,,-1.599,LO,LOW,
86828,Koko_Head_VORTAC_US,CKH,Koko Head,VORTAC,113900,21.26519966,-157.7030029,640,US,113900,086X,,,,11.001,9.586,BOTH,HIGH,
86829,Kingstree_NDB_US,CKI,Kingstree,NDB,404,33.71780014,-79.85500336,66,US,,,,,,,-7.236,TERMINAL,LOW,
86831,Clarksdale_NDB_US,CKM,Clarksdale,NDB,341,34.29299927,-90.51570129,170,US,,,,,,,0.219,LO,LOW,
86833,Crookston_NDB_US,CKN,Crookston,NDB,400,47.83940125,-96.61589813,895,US,,,,,,,3.54,TERMINAL,LOW,
86834,Pilot_Rock_NDB_US,CKP,Pilot Rock,NDB,423,42.73220062,-95.55310059,1220,US,,,,,,,3.254,TERMINAL,LOW,
86835,Clarksville_VOR-DME_US,CKV,Clarksville,VOR-DME,110600,36.62200165,-87.41259766,540,US,110600,043X,,,,-1.002,-2.179,TERMINAL,LOW,
86836,Cherokee_VOR-DME_US,CKW,Cherokee,VOR-DME,115000,41.75569916,-107.5820007,7050,US,115000,097X,,,,15.001,11.098,BOTH,HIGH,
86837,Pennridge_VOR-DME_US,CKZ,Pennridge,VOR-DME,108850,40.39089966,-75.2888031,552,US,108850,025Y,,,,-12.002,-12.175,TERMINAL,LOW,
86842,Harri_NDB_US,CL,Harri,NDB,344,41.33860016,-81.96440125,800,US,,,,,,,-7.436,TERMINAL,MEDIUM,KCLE
86843,Rowdy_NDB_US,CL,Rowdy,NDB,260,30.49370003,-96.33769989,,US,,,,,,,4.261,TERMINAL,MEDIUM,KCLL
86844,Elwha_NDB_US,CL,Elwha,NDB,515,48.14239883,-123.6699982,1069,US,,,,,,,18.065,LO,LOW,KCLM
86845,Tryon_NDB_US,CL,Tryon,NDB,242,35.15779877,-81.02030182,691,US,,,,,,,-6.528,TERMINAL,LOW,KCLT
86848,Carolina_Beach_NDB_US,CLB,Carolina Beach,NDB,216,34.10630035,-77.96170044,,US,,,,,,,-8.478,BOTH,MEDIUM,KILM
86852,Clintonville_NDB_US,CLI,Clintonville,NDB,209,44.61880112,-88.73320007,865,US,,,,,,,-2.454,TERMINAL,LOW,
86854,Clinton_NDB_US,CLK,Clinton,NDB,320,35.53919983,-98.93509674,1605,US,,,,,,,5.57,LO,LOW,
86855,College_Station_VORTAC_US,CLL,College Station,VORTAC,113300,30.60499954,-96.42070007,370,US,113300,080X,,,,8.008,4.289,BOTH,MEDIUM,KCLL
86863,Charlotte_VOR-DME_US,CLT,Charlotte,VOR-DME,115000,35.19029999,-80.9516983,732,US,115000,097X,,,,-5.001,-6.563,LO,MEDIUM,KCLT
86867,Galey_NDB_US,CM,Galey,NDB,275,47.11569977,-88.40119934,618,US,,,,,,,-3.434,TERMINAL,LOW,KCMX
86868,Sumie_NDB_US,CM,Sumie,NDB,391,39.98619843,-82.75450134,,US,,,,,,,-6.434,TERMINAL,MEDIUM,KCMH
86869,Veals_NDB_US,CM,Veals,NDB,407,39.96620178,-88.18240356,,US,,,,,,,-2.159,TERMINAL,LOW,KCMI
86872,Camarillo_VOR-DME_US,CMA,Camarillo,VOR-DME,115800,34.21250153,-119.0940018,62,US,115800,105X,,,,15.009,13.187,LO,MEDIUM,
86875,Chisum_VORTAC_US,CME,Chisum,VORTAC,116100,33.33750153,-104.6210022,3772,US,116100,108X,,,,12.001,8.475,BOTH,HIGH,
86877,Champaign_VORTAC_US,CMI,Champaign,VORTAC,110000,40.03450012,-88.27610016,750,US,110000,037X,,,,3.001,-2.12,LO,MEDIUM,KCMI
86878,Clam_Cove_NDB_US,CMJ,Clam Cove,NDB,396,55.34540176,-131.6959991,15,US,,,,,,,21.416,TERMINAL,MEDIUM,PAKT
86879,Carmel_VOR-DME_US,CMK,Carmel,VOR-DME,116600,41.28010178,-73.58139801,690,US,116600,113X,,,,-12.001,-13.377,BOTH,MEDIUM,
86886,Campbell_Lake_NDB_US,CMQ,Campbell Lake,NDB,338,61.17100143,-150.0480042,,US,,,,,,,20.149,LO,MEDIUM,PANC
86892,Houghton_VOR-DME_US,CMX,Houghton,VOR-DME,112800,47.17029953,-88.48539734,1072,US,112800,075X,,,,-2.001,-3.395,LO,MEDIUM,KCMX
86893,Mc_Coy_NDB_US,CMY,Mc Coy,NDB,412,43.93780136,-90.64189911,,US,,,,,,,-0.537,LO,LOW,
86901,Leroi_NDB_US,CN,Leroi,NDB,378,31.74090004,-97.07820129,570,US,,,,,,,4.476,TERMINAL,MEDIUM,KCNW
86906,Chariton_NDB_US,CNC,Chariton,NDB,335,41.01679993,-93.36199951,1040,US,,,,,,,1.494,TERMINAL,LOW,
86911,Cunningham_VORTAC_US,CNG,Cunningham,VORTAC,113100,37.00859833,-88.8368988,480,US,113100,078X,,,,3.001,-1.149,LO,MEDIUM,KPAH
86912,Claremont_NDB_US,CNH,Claremont,NDB,233,43.36930084,-72.37110138,565,US,,,,,,,-15.034,TERMINAL,LOW,
86915,Concordia_NDB_US,CNK,Concordia,NDB,335,39.55329895,-97.65119934,1459,US,,,,,,,5.074,TERMINAL,LOW,
86919,Carlsbad_VORTAC_US,CNM,Carlsbad,VORTAC,116300,32.25659943,-104.2259979,3250,US,116300,110X,,,,12.001,8.313,LO,MEDIUM,KCNM
86921,Chappell_NDB_US,CNP,Chappell,NDB,383,41.0766983,-102.4589996,3671,US,,,,,,,8.176,TERMINAL,LOW,
86922,Callahan_NDB_US,CNQ,Callahan,NDB,379,37.26139832,-80.15809631,1220,US,,,,,,,-8.01,TERMINAL,LOW,KROA
86924,Chanute_VOR-DME_US,CNU,Chanute,VOR-DME,109200,37.62609863,-95.59349823,1080,US,109200,029X,,,,5.005,3.446,LO,MEDIUM,
86926,Corona_VORTAC_US,CNX,Corona,VORTAC,115500,34.36700058,-105.6780014,6411,US,115500,102X,,,,13.001,9.214,BOTH,HIGH,
86933,Petey_NDB_US,CO,Petey,NDB,407,38.69430161,-104.7160034,5570,US,,,,,,,9.214,LO,LOW,KCOS
86934,Epsom_NDB_US,CO,Epsom,NDB,216,43.11880112,-71.45240021,355,US,,,,,,,-15.269,TERMINAL,LOW,
86935,Colfa_NDB_US,CO,Colfa,NDB,232,39.6568985,-86.1855011,,US,,,,,,,-3.512,TERMINAL,LOW,KIND
86936,Leeny_NDB_US,CO,Leeny,NDB,347,47.74280167,-116.9609985,2153,US,,,,,,,16.199,TERMINAL,MEDIUM,
86937,Zodia_NDB_US,CO,Zodia,NDB,407,38.71670151,-92.26850128,850,US,,,,,,,1.122,TERMINAL,LOW,KCOU
86942,Cody_VOR-DME_US,COD,Cody,VOR-DME,111800,44.62039948,-108.9649963,4794,US,111800,055X,,,,14.007,12.183,LO,MEDIUM,
86944,Coeur_D_Alene_VOR-DME_US,COE,Coeur D Alene,VOR-DME,108800,47.77370071,-116.8209991,2290,US,108800,025X,,,,19.001,16.177,BOTH,LOW,
86947,Patrick_TACAN_US,COF,Patrick,TACAN,115000,28.23769951,-80.61180115,10,US,115000,097X,,,,-4.004,-5.435,BOTH,LOW,KCOF
86948,Merritt_Island_NDB_US,COI,Merritt Island,NDB,247,28.34079933,-80.68840027,4,US,,,,,,,-5.426,TERMINAL,LOW,
86951,Colts_Neck_VOR-DME_US,COL,Colts Neck,VOR-DME,115400,40.31169891,-74.15979767,120,US,115400,101X,,,,-11.002,-12.581,LO,MEDIUM,KNEL
86956,Coleman_NDB_US,COM,Coleman,NDB,385,31.84129906,-99.40619659,88,US,,,,,,,6.09,TERMINAL,LOW,
86958,Concord_VORTAC_US,CON,Concord,VORTAC,112900,43.21979904,-71.57550049,710,US,112900,076X,,,,-15.001,-15.253,LO,MEDIUM,
86962,Covington_NDB_US,COO,Covington,NDB,326,35.58969879,-89.58730316,270,US,,,,,,,-0.286,TERMINAL,LOW,
86964,Cloquet_NDB_US,COQ,Cloquet,NDB,335,46.69720078,-92.50319672,1278,US,,,,,,,0.17,TERMINAL,LOW,
86970,Cotulla_VORTAC_US,COT,Cotulla,VORTAC,115800,28.46199989,-99.11849976,520,US,115800,105X,,,,9.012,5.567,LO,HIGH,
86973,Columbia_VOR-DME_US,COU,Columbia,VOR-DME,110200,38.81079865,-92.21829987,883,US,110200,039X,,,,3.007,1.092,LO,MEDIUM,KCOU
86984,Johno_NDB_US,CP,Johno,NDB,375,42.90719986,-106.5699997,5348,US,,,,,,,10.488,TERMINAL,MEDIUM,KCPR
86985,Acore_NDB_US,CP,Acore,NDB,350,38.51979828,-90.05950165,553,US,,,,,,,-0.304,TERMINAL,LOW,
86988,Camp_NDB_US,CPC,Camp,NDB,227,34.27180099,-78.71389771,90,US,,,,,,,-8.192,TERMINAL,LOW,
86992,Compton_NDB_US,CPM,Compton,NDB,378,33.88890076,-118.2470016,97,US,,,,,,,13.049,TERMINAL,LOW,
86995,Coppertown_VOR-DME_US,CPN,Coppertown,VOR-DME,111600,46.0320015,-112.7480011,5780,US,111600,053X,,,,16.001,14.187,LO,MEDIUM,KBTM
86997,Cole_Spring_NDB_US,CPP,Cole Spring,NDB,230,34.36790085,-86.82389832,830,US,,,,,,,-2.227,TERMINAL,LOW,K3A1
86999,Chaparrosa_Ranch_NDB_US,CPZ,Chaparrosa Ranch,NDB,385,28.90999985,-100.0059967,700,US,,,,,,,6.233,LO,LOW,0XS8
87001,Lakefield_NDB_US,CQA,Lakefield,NDB,205,40.48199844,-84.56439972,892,US,,,,,,,-5.226,TERMINAL,LOW,
87002,Tilghman_NDB_US,CQB,Tilghman,NDB,396,35.72230148,-96.81860352,967,US,,,,,,,4.377,TERMINAL,LOW,
87003,Cascade_NDB_US,CQD,Cascade,NDB,372,42.11920166,-80.104599,,US,,,,,,,-9.26,TERMINAL,LOW,KERI
87004,City_Lake_NDB_US,CQJ,City Lake,NDB,266,35.71620178,-79.86530304,750,US,,,,,,,-7.51,TERMINAL,LOW,
87005,Carbondale_NDB_US,CQL,Carbondale,NDB,344,39.4117012,-107.1589966,,US,,,,,,,10.382,TERMINAL,MEDIUM,
87006,Cook_NDB_US,CQM,Cook,NDB,233,47.82109833,-92.69129944,1322,US,,,,,,,0.147,TERMINAL,LOW,
87007,Daisy_NDB_US,CQN,Daisy,NDB,341,35.16650009,-85.15740204,,US,,,,,,,-3.476,TERMINAL,MEDIUM,KCHA
87008,Chandalar_Lake_NDB_US,CQR,Chandalar Lake,NDB,263,67.50240326,-148.4689941,1875,US,,,,,,,23.188,BOTH,MEDIUM,PALR
87009,Cheraw_NDB_US,CQW,Cheraw,NDB,409,34.7417984,-79.86560059,179,US,,,,,,,-7.372,TERMINAL,LOW,
87010,Nauset_NDB_US,CQX,Nauset,NDB,279,41.69179916,-69.9897995,40,US,,,,,,,-15.391,TERMINAL,LOW,
87011,Cedar_Creek_VORTAC_US,CQY,Cedar Creek,VORTAC,114800,32.18569946,-96.2181015,400,US,114800,095X,,,,6.01,4.195,BOTH,MEDIUM,KCRS
87017,Conor_NDB_US,CR,Conor,NDB,382,27.83449936,-97.57649994,,US,,,,,,,5.096,TERMINAL,LOW,TE62
87018,Calab_NDB_US,CR,Calab,NDB,267,33.8852005,-78.62989807,,US,,,,,,,-8.173,TERMINAL,LOW,
87025,Conrad_NDB_US,CRD,Conrad,NDB,293,48.18560028,-111.9140015,,US,,,,,,,14.286,LO,LOW,
87026,Grand_Strand_VORTAC_US,CRE,Grand Strand,VORTAC,117600,33.81380081,-78.72450256,20,US,117600,123X,33.8133,-78.7244,20,-3.001,-8.123,LO,MEDIUM,
87028,Craig_VORTAC_US,CRG,Craig,VORTAC,114500,30.33889961,-81.50990295,40,US,114500,092X,,,,-3.001,-5.31,BOTH,HIGH,
87031,Canarsie_VOR-DME_US,CRI,Canarsie,VOR-DME,112300,40.61249924,-73.89440155,10,US,112300,070X,,,,-11.001,-13.134,TERMINAL,LOW,KJFK
87036,Carleton_VORTAC_US,CRL,Carleton,VORTAC,115700,42.04809952,-83.45760345,630,US,115700,104X,,,,-3.001,-6.423,BOTH,HIGH,
87043,Cairn_Mountain_NDB_US,CRN,Cairn Mountain,NDB,281,61.10110092,-155.5690002,1585,US,,,,,,,17.555,BOTH,MEDIUM,PASV
87045,Corpus_Christi_VORTAC_US,CRP,Corpus Christi,VORTAC,115500,27.90379906,-97.44490051,60,US,115500,102X,,,,9.008,5.054,BOTH,HIGH,KNGP
87049,Corsicana_NDB_US,CRS,Corsicana,NDB,396,32.02769852,-96.39530182,440,US,,,,,,,4.262,TERMINAL,LOW,
87054,Corning_NDB_US,CRZ,Corning,NDB,278,40.99639893,-94.75689697,1246,US,,,,,,,2.555,TERMINAL,LOW,
87058,Fenix_NDB_US,CS,Fenix,NDB,355,32.45199966,-85.04190063,368,US,,,,,,,-3.227,TERMINAL,LOW,KCSG
87060,Harry_Strunk_NDB_US,CSB,Harry Strunk,NDB,389,40.3042984,-100.1579971,2392,US,,,,,,,6.487,TERMINAL,LOW,
87062,Columbus_VORTAC_US,CSG,Columbus,VORTAC,117100,32.61529922,-85.01760101,630,US,117100,118X,,,,1.001,-3.255,LO,MEDIUM,KCSG
87063,Center_Point_VORTAC_US,CSI,Center Point,VORTAC,117500,29.92230034,-99.21450043,2080,US,117500,122X,,,,8.012,6.008,BOTH,HIGH,64TE
87066,Casanova_VORTAC_US,CSN,Casanova,VORTAC,116300,38.64120102,-77.8655014,445,US,116300,110X,,,,-6.001,-10.022,BOTH,HIGH,
87068,Court_House_NDB_US,CSS,Court House,NDB,414,39.60089874,-83.39160156,993,US,,,,,,,-6.069,TERMINAL,LOW,
87072,Cardinal_VOR-DME_US,CSX,Cardinal,VOR-DME,116450,38.75270081,-90.36090088,530,US,116450,111Y,,,,0.012,-0.18,BOTH,LOW,KSTL
87077,Cut_Bank_VORTAC_US,CTB,Cut Bank,VORTAC,114400,48.56489944,-112.3430023,3780,US,114400,091X,,,,17.001,14.46,LO,MEDIUM,KCTB
87081,Chesterfield_VOR-DME_US,CTF,Chesterfield,VOR-DME,108200,34.65050125,-80.27490234,560,US,108200,019X,,,,-3.001,-7.183,LO,MEDIUM,
87085,Canton_NDB_US,CTK,Canton,NDB,236,40.5658989,-90.07710266,715,US,,,,,,,-0.479,LO,LOW,
87094,Chester_VOR-DME_US,CTR,Chester,VOR-DME,115100,42.29130173,-72.94940186,1600,US,115100,098X,,,,-13.001,-14.204,LO,MEDIUM,
87097,Newcomerstown_VOR-DME_US,CTW,Newcomerstown,VOR-DME,111800,40.22919846,-81.47650146,1180,US,111800,055X,,,,-7.001,-7.48,LO,MEDIUM,9OI8
87099,Cross_City_VORTAC_US,CTY,Cross City,VORTAC,112000,29.59900093,-83.04869843,30,US,112000,057X,,,,-2.001,-4.178,BOTH,MEDIUM,
87100,Clinton_NDB_US,CTZ,Clinton,NDB,412,34.97539902,-78.36309814,1470,US,,,,,,,-8.438,TERMINAL,LOW,
87111,Cushing_NDB_US,CUH,Cushing,NDB,242,35.89440155,-96.78109741,925,US,,,,,,,4.361,TERMINAL,LOW,
87113,Carmi_NDB_US,CUL,Carmi,NDB,332,38.09349823,-88.11959839,382,US,,,,,,,-1.592,LO,LOW,
87118,Chena_NDB_US,CUN,Chena,NDB,257,64.83860016,-147.4949951,587,US,,,,,,,22.365,LO,MEDIUM,PAFB
87121,Columbus_VOR-DME_US,CUS,Columbus,VOR-DME,111200,31.81909943,-107.5739975,4008,US,111200,049X,,,,12.001,9.486,LO,MEDIUM,NM78
87126,Custer_County_VOR-DME_US,CUZ,Custer County,VOR-DME,108200,41.48400116,-99.68910217,2850,US,108200,019X,,,,8.007,6.314,LO,MEDIUM,
87132,Abeta_NDB_US,CV,Abeta,NDB,233,40.96450043,-124.098999,218,US,,,,,,,15.531,TERMINAL,LOW,KACV
87133,Carlz_NDB_US,CV,Carlz,NDB,402,32.26679993,-104.3389969,3840,US,,,,,,,8.343,LO,LOW,KCNM
87134,Hisan_NDB_US,CV,Hisan,NDB,335,34.35070038,-103.1740036,,US,,,,,,,8.124,TERMINAL,LOW,
87136,Davenport_VORTAC_US,CVA,Davenport,VORTAC,113800,41.70849991,-90.48329926,760,US,113800,085X,,,,4.001,-0.386,LO,MEDIUM,
87138,Castroville_NDB_US,CVB,Castroville,NDB,338,29.34609985,-98.84919739,762,US,,,,,,,5.491,TERMINAL,LOW,
87140,Cowboy_VOR-DME_US,CVE,Cowboy,VOR-DME,116200,32.89030075,-96.90399933,450,US,116200,109X,,,,6.006,4.436,BOTH,HIGH,
87141,Cincinnati_VORTAC_US,CVG,Cincinnati,VORTAC,117300,39.01599884,-84.70330048,879,US,117300,120X,,,,-4.001,-4.552,LO,MEDIUM,KLUK
87142,Cofield_VORTAC_US,CVI,Cofield,VORTAC,114600,36.3728981,-76.87159729,70,US,114600,093X,,,,-9.001,-10.059,BOTH,MEDIUM,
87148,Civic_Mem_NDB_US,CVM,Civic Mem,NDB,263,38.89229965,-90.0562973,545,US,,,,,,,-0.338,TERMINAL,LOW,KALN
87150,Corvallis_VOR-DME_US,CVO,Corvallis,VOR-DME,115400,44.49959946,-123.2939987,250,US,115400,101X,,,,18.001,16.502,BOTH,HIGH,KCVO
87151,Capitol_NDB_US,CVP,Capitol,NDB,335,46.6067009,-111.9369965,,US,,,,,,,14.065,TERMINAL,MEDIUM,KHLN
87152,Cannon_TACAN_US,CVS,Cannon,TACAN,111600,34.38059998,-103.3219986,4280,US,111600,053X,,,,10.001,8.167,BOTH,MEDIUM,KCVS
87155,Penn_Cove_VOR-DME_US,CVV,Penn Cove,VOR-DME,117200,48.24470139,-122.723999,200,US,117200,119X,,,,19.01,17.584,LO,MEDIUM,
87156,Charlevoix_NDB_US,CVX,Charlevoix,NDB,392,45.30179977,-85.26999664,655,US,,,,,,,-6.059,TERMINAL,LOW,
87157,Cavalry_NDB_US,CVY,Cavalry,NDB,314,39.02600098,-96.79450226,,US,,,,,,,4.322,TERMINAL,LOW,KFRI
87162,Mossy_NDB_US,CW,Mossy,NDB,418,30.30669975,-93.19619751,,US,,,,,,,2.321,TERMINAL,LOW,
87163,Danci_NDB_US,CW,Danci,NDB,275,44.76050186,-89.78929901,1235,US,,,,,,,-1.497,LO,LOW,
87164,Capshaw_NDB_US,CWH,Capshaw,NDB,350,34.77370071,-86.77899933,,US,,,,,,,-2.287,TERMINAL,LOW,KHSV
87165,Clinton_NDB_US,CWI,Clinton,NDB,377,41.8288002,-90.32759857,710,US,,,,,,,-0.477,TERMINAL,LOW,
87166,Centex_VORTAC_US,CWK,Centex,VORTAC,112800,30.37849998,-97.52980042,593,US,112800,075X,,,,6.009,5.068,BOTH,HIGH,
87172,Conway_NDB_US,CWS,Conway,NDB,302,35.08399963,-92.42680359,315,US,,,,,,,1.398,TERMINAL,LOW,
87173,Claxton_NDB_US,CWV,Claxton,NDB,395,32.19689941,-81.88059998,110,US,,,,,,,-5.375,LO,LOW,
87175,Alibi_NDB_US,CX,Alibi,NDB,281,30.43199921,-95.47619629,370,US,,,,,,,3.558,TERMINAL,LOW,KCXO
87176,Latle_NDB_US,CX,Latle,NDB,219,40.17819977,-77.00559998,505,US,,,,,,,-11.052,TERMINAL,LOW,
87179,Clam_Lake_NDB_US,CXK,Clam Lake,NDB,251,44.8993988,-85.23970032,799,US,,,,,,,-6,LO,LOW,
87181,Chardon_VOR-DME_US,CXR,Chardon,VOR-DME,112700,41.51689911,-81.16320038,1310,US,112700,074X,,,,-5.001,-8.25,BOTH,HIGH,KCGF
87184,Camilla_NDB_US,CXU,Camilla,NDB,369,31.21459961,-84.23680115,165,US,,,,,,,-3.447,TERMINAL,LOW,
87187,Horse_NDB_US,CY,Horse,NDB,353,41.14670181,-104.6790009,6156,US,,,,,,,9.35,TERMINAL,LOW,KCYS
87188,Crystal_Lake_NDB_US,CYE,Crystal Lake,NDB,410,41.21039963,-75.83180237,,US,,,,,,,-12.123,TERMINAL,LOW,KAVP
87189,Coyle_VORTAC_US,CYN,Coyle,VORTAC,113400,39.81729889,-74.43160248,210,US,113400,081X,,,,-10.002,-12.388,BOTH,HIGH,NJ24
87190,Circleville_NDB_US,CYO,Circleville,NDB,366,39.52310181,-82.97969818,680,US,,,,,,,-6.255,TERMINAL,LOW,
87192,Caidy_NDB_US,CYR,Caidy,NDB,338,30.88820076,-84.15930176,245,US,,,,,,,-3.446,TERMINAL,LOW,
